IRASPSC,RA_IRAS,DEC_IRAS,ID_SIM,sample,JCMT,mapping,APEX,gp,flag,RA,DEC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,chem,DIST_BEST_TYPE,DIST_BEST,EDIST_BEST,GRAMS_lum_used,GRAMS_DPR_used,Lcom,dLcom,dLcom_D,MLRcom,dMLRcom,dMLRcom_D,HIP,Teff,Lum,Est. log(g),Av,errAv,XS_MIR,d,delta d / d,Data,Ndup(2-1),Ndup(3-2),F_cont,F_cont_per_beam,F_CO,F_CO_per_beam
"IRAS 18194-2708",275.64300,-27.108100,"V* V5104 Sgr","high",1,0,0,0,"--",18.000000,-27.000000,0.080000000,0.080000000,90,"B","N",2003.0000,"C","LUM",0.62122200,"nan",10000.000,1.3499200e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,27.045900,0.030051000,221.28700,0.24587500
"IRAS 18204-1344",275.82300,-13.713500,"RAFGL 2139","high",0,0,0,1,"--",18.000000,-13.000000,0.0000000,0.0000000,0,"D","",1981.0000,"O","LUM",0.48272000,"nan",4472.1400,1.5264600e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.5678500,0.0050753900,424.72900,0.47192100
"IRAS 18240+2326",276.52600,23.478400,"V* V1076 Her","high",1,0,0,0,"--",18.000000,23.000000,0.060000000,0.060000000,90,"B","N",2003.0000,"C","LUM",0.60215400,"nan",3890.4500,1.2655500e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,12.832400,0.014258200,217.97200,0.24219100
"IRAS 18248-1229",276.90200,-12.466600,"V* UY Sct","high",0,0,0,1,"RSG",18.000000,-12.000000,0.034000000,0.032000000,90,"B","",1998.0000,"O","LUM",0.52541700,"nan",8141.8100,1.4191600e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,8.8574800,0.0098416500,328.48000,0.36497800
"IRAS 18288-0207",277.85300,-2.0921400,"RAFGL 2177","high",1,0,0,0,"--",18.000000,-2.0000000,18.000000,4.0000000,85,"E","M",1988.0000,"O","LUM",0.76484000,"nan",1000.0000,8.7393300e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.8087200,0.0042319200,1373.1300,1.5257000
"IRAS 18309-6955",279.12400,-69.885000,"V* RT Pav","high",0,0,1,0,"--",18.000000,-69.000000,0.026000000,0.015000000,0,"B","",1998.0000,"O","LUM",0.75990900,"nan",8774.9900,3.1175200e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.9217300,0.0032463600,25.475800,0.028306500
"IRAS 18349+1023",279.33100,10.428200,"V* V1111 Oph","high",1,0,0,0,"--",18.000000,10.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.49809900,"nan",4472.1400,2.0547700e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.1674000,0.0046304500,569.85500,0.63317300
"IRAS 18387-0423",280.35400,-4.3432100,"NSV 11202","high",0,0,0,1,"--",18.000000,-4.0000000,27.000000,7.0000000,85,"E","M",1988.0000,"O","LUM",0.70335200,"nan",3572.2200,3.8849400e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.7611000,0.0041790000,613.75600,0.68195100
"IRAS 18397+1738",280.47900,17.685400,"V* V821 Her","high",1,0,0,0,"--",18.000000,17.000000,0.019000000,0.018000000,0,"B","O",2003.0000,"C","LUM",0.61475900,"nan",6456.5400,6.2401500e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,30.494200,0.033882500,89.516700,0.099463000
"IRAS 18398-0220",280.60200,-2.2914500,"V* V1417 Aql","high",0,0,0,1,"--",18.000000,-2.0000000,0.043000000,0.042000000,0,"B","O",2012.0000,"C","LUM",0.63485800,"nan",7762.4700,7.0000000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,14.140000,0.015711200,95.554800,0.10617200
"IRAS 18505+0116",283.27000,1.3335200,"IRAS 18505+0116","high",0,0,0,1,"--",18.000000,1.0000000,0.0000000,0.0000000,0,"D","I",2010.0000,"O","LUM",0.74170200,"nan",1000.0000,3.0766400e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,0.58444800,0.00064938600,417.17000,0.46352200
"IRAS 18501-2132",283.29100,-21.475500,"V* V2059 Sgr","high",1,0,0,0,"--",18.000000,-21.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.75071400,"nan",8141.8100,3.7764900e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.1290300,0.0023655900,32.857700,0.036508500
"IRAS 18560-2954",284.80900,-29.839300,"V* V3953 Sgr","high",1,0,0,0,"--",18.000000,-29.000000,0.087000000,0.049000000,90,"B","O",2012.0000,"O","LUM",0.50811400,"nan",8141.8100,1.9638700e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.1113800,0.0034570900,518.67200,0.57630200
"IRAS 18595-3947",285.75800,-39.715800,"RAFGL 5552","high",1,0,1,0,"--",19.000000,-39.000000,0.021000000,0.020000000,90,"B","O",2003.0000,"O","LUM",0.36156100,"nan",7554.3200,3.4873400e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,7.1098100,0.0078997900,2040.3800,2.2670800
"IRAS 19008+0726",285.82700,7.5120100,"V* V1418 Aql","high",0,0,0,1,"--",19.000000,7.0000000,0.080000000,0.080000000,90,"B","N",2003.0000,"C","LUM",0.73039900,"nan",6165.9500,7.4350900e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,11.386900,0.012652200,78.253400,0.086948200
"IRAS 19007-3826",286.04500,-38.368900,"RAFGL 5553","high",1,0,1,0,"--",19.000000,-38.000000,0.019000000,0.019000000,90,"B","O",2003.0000,"O","LUM",0.64784900,"nan",7554.3200,9.9196400e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.2563300,0.0036181400,140.58100,0.15620100
"IRAS 19032-4602",286.74100,-45.970500,"V* RX Tel","high",0,0,1,0,"--",19.000000,-45.000000,0.0000000,0.0000000,0,"A","O",2016.0000,"O","LUM",0.69417100,"nan",9457.4200,7.6476300e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.0041800,0.0055602000,89.614700,0.099571900
"IRAS 19042-4858",287.00800,-48.903800,"V* U Tel","high",0,0,1,0,"--",19.000000,-48.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.74600900,"nan",8141.8100,1.5624000e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.1466400,0.0023851600,182.87000,0.20318900
"IRAS 19059-2219",287.22800,-22.238700,"V* V3880 Sgr","high",1,0,0,0,"--",19.000000,-22.000000,0.024000000,0.019000000,90,"B","O",2012.0000,"O","LUM",0.71252700,"nan",7554.3200,2.2601000e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.8001000,0.0031112300,312.19800,0.34688700
"IRAS 19093-3256",288.14900,-32.850100,"V* V342 Sgr","high",1,0,0,0,"--",19.000000,-32.000000,0.019000000,0.019000000,90,"B","O",2003.0000,"O","LUM",0.47387100,"nan",8141.8100,1.2000000e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,8.4349300,0.0093721400,330.58600,0.36731800
"IRAS 19126-0708",288.84200,-7.0488500,"V* W Aql","high",1,1,0,0,"--",19.000000,-7.0000000,0.038000000,0.031000000,0,"B","O",2000.0000,"S","LUM",0.27459800,"nan",5194.7700,6.4253200e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.3068400,0.0047853700,464.68500,0.51631700
"IRAS 19175-0807",290.07400,-8.0373700,"V* V1420 Aql","high",1,0,0,0,"--",19.000000,-8.0000000,0.019000000,0.019000000,90,"B","O",2003.0000,"C","LUM",0.69808200,"nan",6456.5400,6.2401500e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,23.649100,0.026276800,69.422600,0.077136300
"IRAS 19296+4331",292.80500,43.636200,"V* UV Cyg","high",1,0,0,0,"--",19.000000,43.000000,0.35800000,0.35100000,89,"B","",1988.0000,"O","LUM",0.64388900,"nan",8774.9900,5.3455400e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.2881400,0.0036534900,67.771600,0.075301800
"IRAS 19474-0744",297.52700,-7.6150000,"V* GY Aql","high",1,0,0,0,"--",19.000000,-7.0000000,0.035000000,0.021000000,90,"A","O",2007.0000,"O","LUM",0.34886700,"nan",6034.1800,5.1704100e-09,"2110.0","89.0","3800.0","3.85e-09","3.4e-10","3.5e-09",97586,2143,3119,0,0,0,0,223,0,"H/12",0,0,9.8605000,0.010956100,221.81500,0.24646100
"IRAS 19536+3237",298.90900,32.759100,"V* V468 Cyg","high",1,0,0,0,"--",19.000000,32.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.76604000,"nan",8141.8100,7.5529700e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.1380000,0.0023755500,72.496700,0.080551900
"IRAS 19550-0201",299.39900,-1.8869300,"V* RR Aql","high",1,0,0,0,"--",19.000000,-1.0000000,0.039000000,0.028000000,90,"A","O",2007.0000,"O","MASER",0.63300000,"0.171",7009.2200,7.7295900e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.0299000,0.0022554400,109.15900,0.12128800
"IRAS 20077-0625",302.61400,-6.2710300,"V* V1300 Aql","high",1,0,0,0,"--",20.000000,-6.0000000,0.12000000,0.11000000,97,"B","I",2003.0000,"O","LUM",0.43116100,"nan",4819.9300,6.0441100e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.9207900,0.0076897700,2775.8800,3.0843100
"IRAS 20120-4433",303.87000,-44.409900,"V* RZ Sgr","high",0,0,1,0,"--",20.000000,-44.000000,0.027000000,0.027000000,0,"B","",1998.0000,"S","LUM",0.76106000,"nan",7554.3200,3.4175000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.1649100,0.0035165700,28.359100,0.031510100
"IRAS 20194+3646",305.34100,36.932000,"V* BI Cyg","high",0,0,0,1,"RSG",20.000000,36.000000,0.030000000,0.027000000,90,"B","",1998.0000,"O","LUM",0.50083400,"nan",5598.7700,1.1768400e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.7035000,0.0074483300,288.77100,0.32085600
"IRAS 20197+3722",305.41100,37.532600,"V* BC Cyg","high",0,0,0,1,"RSG",20.000000,37.000000,0.0060000000,0.0060000000,89,"A","O",2007.0000,"O","LUM",0.34941400,"nan",6503.4500,3.6824400e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,7.4429800,0.0082699700,147.15100,0.16350100
"IRAS 20241+3811",306.49200,38.351900,"V* KY Cyg","high",0,0,0,1,"RSG",20.000000,38.000000,0.30000000,0.29000000,0,"B","I",2003.0000,"O","LUM",0.43821900,"nan",4149.4400,1.2745400e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,4.0532300,0.0045035900,415.07000,0.46118900
"IRAS 20270+3948",307.21500,39.983300,"V* RW Cyg","high",0,0,0,1,"RSG",20.000000,39.000000,0.0080000000,0.0070000000,90,"A","O",2007.0000,"O","LUM",0.48825000,"nan",4819.9300,7.9235300e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.6579500,0.0040643900,189.01600,0.21001700
"IRAS 20312+4035",308.26200,40.764600,"HaroChavira 2","high",0,0,0,1,"--",20.000000,40.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.69427200,"nan",6503.4500,1.6000000e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.5309300,0.0028121400,216.54100,0.24060100
"IRAS 20322+4215",308.50500,42.423300,"HaroChavira 1","high",0,0,0,1,"--",20.000000,42.000000,0.29000000,0.29000000,90,"B","",2003.0000,"O","LUM",0.65284900,"nan",5194.7700,1.4260800e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.2863100,0.0025403500,214.00700,0.23778500
"IRAS 20440-0105",311.65200,-0.90309000,"V* FP Aqr","high",1,0,0,0,"--",20.000000,-0.0000000,0.015000000,0.015000000,90,"B","O",2012.0000,"O","LUM",0.73489200,"nan",4819.9300,1.0074900e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.2997400,0.0014441500,111.30700,0.12367400
"IRAS 20502+4709",312.97300,47.354500,"V* RZ Cyg","high",1,0,0,0,"--",20.000000,47.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.54220700,"nan",10192.900,3.3599700e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.6662700,0.0074069700,54.746000,0.060828900
"IRAS 20541-6549",314.61700,-65.635400,"IRAS 20541-6549","high",0,0,1,0,"--",20.000000,-65.000000,0.023000000,0.022000000,0,"B","O",2003.0000,"O","LUM",0.79404200,"nan",7554.3200,1.1301800e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.0287200,0.0022541300,109.43900,0.12159800
"IRAS 21543-1421",329.25900,-14.112600,"HD 208519","high",1,0,0,0,"--",21.000000,-14.000000,0.028000000,0.024000000,90,"B","",1998.0000,"O","LUM",0.54019400,"nan",7009.2200,3.2918900e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.8287300,0.0064763700,53.816400,0.059796000
"IRAS 22097+5647",332.88400,57.038100,"V* CU Cep","high",0,0,0,1,"--",22.000000,57.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.75729000,"nan",4472.1400,1.5264600e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.8560000,0.0020622200,172.57500,0.19175000
"IRAS 23013+3735",345.93100,37.853300,"V* CF And","high",1,0,0,0,"--",23.000000,37.000000,0.035000000,0.017000000,90,"B","",1998.0000,"O","LUM",0.62146100,"nan",9457.4200,4.8104600e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.9904400,0.0033227100,64.102700,0.071225200
"IRAS 23166+1655",349.79900,17.191200,"RAFGL 3068","high",1,0,0,0,"--",23.000000,17.000000,0.090000000,0.090000000,90,"B","I",2003.0000,"C","LUM",0.58971000,"nan",3388.4400,4.2185000e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,94.311900,0.10479100,963.81300,1.0709000
"IRAS 23320+4316",353.61700,43.550600,"V* LP And","high",1,0,0,0,"--",23.000000,43.000000,0.070000000,0.070000000,90,"B","I",2003.0000,"C","LUM",0.52560900,"nan",6456.5400,1.5186600e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,41.355100,0.045950200,356.04700,0.39560800
"IRAS 23365+5159",354.75400,52.261500,"V* SV Cas","high",1,0,0,0,"--",23.000000,52.000000,0.0080000000,0.0080000000,90,"A","O",2007.0000,"O","LUM",0.46507000,"nan",8774.9900,3.6832700e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,9.8450000,0.010938900,83.085200,0.092316900
"IRAS 23416+6130",356.01500,61.789500,"V* PZ Cas","high",0,0,0,1,"RSG",23.000000,61.000000,0.0070000000,0.0070000000,90,"A","O",2007.0000,"O","LUM",0.49956300,"nan",3850.0200,2.3412500e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,7.8482000,0.0087202200,662.57800,0.73619800
"IRAS 23420+5618",356.13100,56.580400,"V* Z Cas","high",1,0,0,0,"--",23.000000,56.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.72513200,"nan",6503.4500,3.1709000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.0013300,0.0033348200,28.553900,0.031726500
"IRAS 23496+6131",358.02200,61.803900,"V* V657 Cas","high",0,0,0,1,"--",23.000000,61.000000,0.29000000,0.29000000,90,"B","I",2003.0000,"O","LUM",0.71250400,"nan",4472.1400,2.9109800e-08,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,1.3332600,0.0014814000,423.01200,0.47001300
"IRAS 23564-5651",359.76700,-56.576000,"V* S Phe","high",0,0,1,0,"--",23.000000,-56.000000,0.0060000000,0.0060000000,90,"A","O",2007.0000,"O","LUM",0.73119000,"nan",9457.4200,4.0701800e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,2.6068900,0.0028965500,37.892700,0.042103000
"IRAS 00192-2020",5.4427800,-20.057400,"V* T Cet","intermediate",1,1,0,0,"--",0.0000000,-20.000000,0.0050000000,0.0030000000,90,"A","O",2007.0000,"S","HIP",0.27027000,"0.0351351",14822.700,5.1681000e-10,"7760.0","180.0","2000.0","9.53e-11","1.9e-11","2.2e-11",1728,3308,7445,0,0,0,1,270,0,"H",0,0,14.279300,0.015865900,23.306700,0.025896400
"IRAS 00205+5530",5.8107700,55.792600,"V* T Cas","intermediate",1,1,0,0,"--",0.0000000,55.000000,0.0090000000,0.0090000000,90,"A","O",2007.0000,"O","LUM",0.28980300,"nan",7554.3200,1.4757900e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.6188400,0.0062431500,71.400900,0.079334300
"IRAS 01556+4511",29.686300,45.435500,"V* V370 And","intermediate",1,1,0,0,"--",1.0000000,45.000000,0.0060000000,0.0040000000,90,"A","O",2007.0000,"O","HIP",0.17422000,"0.0243908",2853.3900,1.7777300e-09,"3080.0","nan","nan","7.91e-10","1.1e-11","1.1e-10",9234,2405,3130,0,1,0,1,174,0,"H",0,0,18.075100,0.020083400,247.01500,0.27446100
"IRAS 03415+8010",57.369000,80.321300,"V* SS Cep","intermediate",1,0,0,0,"--",3.0000000,80.000000,0.0050000000,0.0040000000,90,"A","O",2007.0000,"O","HIP",0.25974000,"0.0337662",3572.2200,4.2633100e-10,"2460.0","210.0","660.0","5.84e-10","1.2e-10","1.4e-10",17881,3144,5021,0,1,0,1,259,0,"H",0,0,8.8006200,0.0097784700,20.030800,0.022256500
"IRAS 04020-1551",61.078600,-15.724700,"V* V Eri","intermediate",1,1,0,0,"--",4.0000000,-15.000000,0.0090000000,0.0080000000,60,"A","O",2007.0000,"O","LUM",0.29222900,"nan",5194.7700,2.3986600e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,11.696000,0.012995500,125.77500,0.13975000
"IRAS 04361-6210",69.192000,-62.074900,"* P Dor","intermediate",0,1,1,0,"--",4.0000000,-62.000000,0.0090000000,0.0080000000,90,"A","O",2007.0000,"O","LUM",0.060663600,"nan",10985.600,5.1858200e-10,"1000.0","19.0","110.0","1.19e-09","2.6e-10","2.7e-10",21479,0,0,0,0,0,0,54,0,"H/12",0,0,417.19500,0.46355000,464.52000,0.51613300
"IRAS 05027-2158",76.210100,-21.904600,"V* T Lep","intermediate",1,0,0,0,"--",5.0000000,-21.000000,0.0080000000,0.0080000000,90,"A","O",2007.0000,"O","LUM",0.36942300,"nan",12760.700,1.0788100e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,7.3886400,0.0082096100,30.169400,0.033521500
"IRAS 05028+0106",76.348100,1.1777900,"V* W Ori","intermediate",1,0,0,0,"--",5.0000000,1.0000000,0.011000000,0.0070000000,90,"A","O",2007.0000,"C","LUM",0.34678600,"nan",8128.3100,1.5932300e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,6.4896300,0.0072107100,3.4489800,0.0038322000
"IRAS 05069-3434",77.196700,-34.516900,"V* SZ Col","intermediate",1,0,0,0,"--",5.0000000,-34.000000,0.045000000,0.027000000,90,"B","",1998.0000,"O","LUM",0.39247400,"nan",10192.900,6.1607500e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,13.986100,0.015540100,13.646400,0.015162700
"IRAS 05090-1154",77.848800,-11.849200,"V* RX Lep","intermediate",1,0,0,0,"--",5.0000000,-11.000000,0.0040000000,0.0030000000,90,"A","O",2007.0000,"O","HIP",0.14903000,"0.0104321",2853.3900,3.8103000e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,21.353300,0.023725900,53.172100,0.059080100
"IRAS 05132+5331",79.323300,53.585900,"V* R Aur","intermediate",1,0,0,0,"--",5.0000000,53.000000,0.019000000,0.012000000,90,"A","O",2007.0000,"O","LUM",0.31703100,"nan",6034.1800,2.4662600e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,5.3559400,0.0059510500,110.49000,0.12276700
"IRAS 05265-0443",82.253700,-4.6923700,"V* S Ori","intermediate",1,0,0,0,"--",5.0000000,-4.0000000,0.023000000,0.014000000,90,"A","O",2007.0000,"O","LUM",0.33635700,"nan",5598.7700,9.2530800e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,4,6.2005400,0.0068894900,30.270700,0.033634100
"IRAS 05292+1833",83.052100,18.594100,"* 119 Tau","intermediate",1,0,0,0,"--",5.0000000,18.000000,0.0030000000,0.0010000000,90,"A","O",2007.0000,"O","LUM",0.27056900,"nan",11839.900,2.1591600e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,17.866000,0.019851100,8.1595400,0.0090661600
"IRAS 05524+0723",88.792600,7.4069500,"* alf Ori","intermediate",1,0,0,0,"--",5.0000000,7.0000000,0.0090000000,0.0060000000,90,"A","O",2007.0000,"O","LUM",0.055362700,"nan",7009.2200,4.5301800e-10,"56800.0","nan","nan","2.36e-08","4.7e-10","3e-09",27989,3490,67879,0,2,0,1,152,0,"H",0,5,233.53100,0.25947800,474.22400,0.52691600
"IRAS 05528+2010",88.954900,20.175500,"V* U Ori","intermediate",1,0,0,0,"--",5.0000000,20.000000,0.013000000,0.0060000000,90,"A","O",2007.0000,"O","LUM",0.32994600,"nan",7554.3200,2.4648000e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,3.3749400,0.0037499400,101.93700,0.11326300
"IRAS 05592-0221",90.445400,-2.3542400,"V* V352 Ori","intermediate",1,0,0,0,"--",6.0000000,-2.0000000,0.33000000,0.32700000,0,"B","",1988.0000,"O","LUM",0.38179000,"nan",10985.600,2.0605900e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,18.705200,0.020783500,61.407400,0.068230500
"IRAS 06036-2411",91.440100,-24.195700,"V* S Lep","intermediate",1,0,0,0,"--",6.0000000,-24.000000,0.0060000000,0.0030000000,90,"A","O",2007.0000,"O","HIP",0.20325000,"0.0264225",10985.600,2.4717700e-09,"1000.0","nan","nan","1.19e-09","1.2e-10","1.9e-10",28874,3280,3194,0,0,0,1,203,0,"H",0,0,84.245000,0.093605500,269.54300,0.29949300
"IRAS 06331+3829",99.138800,38.445100,"V* UU Aur","intermediate",1,0,0,0,"--",6.0000000,38.000000,0.0040000000,0.0030000000,90,"A","O",2007.0000,"C","LUM",0.32340700,"nan",7413.1000,2.0057600e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,470.64600,0.52294000,5.2277600,0.0058086300
"IRAS 07034-3551",106.31600,-35.941000,"HD 53917","intermediate",1,0,1,0,"--",7.0000000,-35.000000,0.018000000,0.014000000,0,"B","",1998.0000,"O","LUM",0.31019500,"nan",10192.900,2.3809300e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,33.559100,0.037287900,110.63900,0.12293200
"IRAS 07120-4433",108.38700,-44.641700,"* L02 Pup","intermediate",0,1,1,0,"--",7.0000000,-44.000000,0.0090000000,0.0080000000,89,"A","O",2007.0000,"O","LUM",0.13545100,"nan",12760.700,1.7900200e-09,"nan","nan","nan","nan","nan","nan",34922,3342,1845,0,1,0,6,64,0,"H",0,0,42.741700,0.047490800,412.04500,0.45782800
"IRAS 07245+4605",112.05000,45.990300,"V* Y Lyn","intermediate",1,0,0,0,"--",7.0000000,45.000000,0.010000000,0.0050000000,90,"A","O",2007.0000,"S","HIP",0.25316000,"0.0607584",4149.4400,4.5948700e-10,"4470.0","160.0","2200.0","4.77e-10","5.9e-11","1.3e-10",36288,3214,4946,0,0,0,1,253,0,"H",0,0,10.761000,0.011956700,23.068400,0.025631600
"IRAS 08003+3629",120.91400,36.345400,"V* SV Lyn","intermediate",1,1,0,0,"--",8.0000000,36.000000,0.010000000,0.0070000000,90,"A","O",2007.0000,"O","HIP",0.29325000,"0.08211",1349.2800,6.1123400e-10,"2460.0","96.0","1400.0","3.54e-10","4.8e-11","1.1e-10",39433,3156,3986,0,0,0,1,293,0,"H",0,0,3.1020700,0.0034467400,24.213200,0.026903600
"IRAS 08138+1152",124.14000,11.726300,"V* R Cnc","intermediate",1,1,0,0,"--",8.0000000,11.000000,0.014000000,0.0070000000,90,"A","O",2007.0000,"O","LUM",0.29576600,"nan",7009.2200,8.4554500e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,7.7379900,0.0085977700,35.135600,0.039039600
"IRAS 08375-1707",129.97400,-17.303300,"V* AK Hya","intermediate",1,0,0,0,"--",8.0000000,-17.000000,0.0040000000,0.0030000000,90,"A","O",2007.0000,"O","LUM",0.30959400,"nan",10192.900,1.4403200e-09,"1570.0","87.0","220.0","5.65e-10","4.6e-11","5.8e-11",42502,3206,1988,0,0,0,2,156,0,"H",0,0,16.737500,0.018597300,60.763900,0.067515500
"IRAS 09076+3110",137.66100,30.963300,"V* RS Cnc","intermediate",1,0,0,0,"--",9.0000000,30.000000,0.0060000000,0.0020000000,90,"A","O",2007.0000,"S","HIP",0.14347000,"0.0100429",4472.1400,4.7701900e-10,"7010.0","170.0","1100.0","2.54e-09","3.3e-11","1.9e-10",45058,3216,4882,0,0,0,1,143,0,"H",0,0,36.111500,0.040123900,75.127800,0.083475300
"IRAS 09309-6234",143.06100,-62.788800,"V* R Car","intermediate",0,1,1,0,"--",9.0000000,-62.000000,0.013000000,0.0070000000,90,"A","O",2007.0000,"O","HIP",0.15773000,"0.0205049",10985.600,6.9772100e-10,"4150.0","150.0","1100.0","4.29e-10","4.7e-11","7.2e-11",46806,2814,4068,0,3,0,0,157,0,"H",0,0,74.147800,0.082386500,98.100100,0.10900000
"IRAS 09448+1139",146.88900,11.429100,"V* R Leo","intermediate",1,1,0,0,"--",9.0000000,11.000000,0.020000000,0.0090000000,90,"A","O",2007.0000,"O","LUM",0.14171800,"nan",6503.4500,1.4374800e-09,"2110.0","160.0","810.0","2.61e-09","1.1e-09","1.2e-09",48036,2412,1725,0,0,0,1,71,0,"H",0,2,23.954900,0.026616500,289.30200,0.32144700
"IRAS 09480-4147",147.51000,-42.020600,"V* SU Vel","intermediate",0,0,1,0,"--",9.0000000,-42.000000,0.033000000,0.017000000,0,"B","",1998.0000,"O","LUM",0.37442400,"nan",9457.4200,2.2934200e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,21.371100,0.023745600,72.599400,0.080666000
"IRAS 09564-5837",149.52100,-58.861400,"V* RR Car","intermediate",0,0,1,0,"--",9.0000000,-58.000000,0.017000000,0.017000000,90,"B","O",2000.0000,"S","LUM",0.31636400,"nan",10985.600,8.7204300e-10,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,0,22.755000,0.025283300,31.867700,0.035408600
"IRAS 10329-3918",158.80200,-39.561900,"V* U Ant","intermediate",1,1,1,0,"--",10.000000,-39.000000,0.0050000000,0.0050000000,90,"A","O",2007.0000,"C","HIP",0.26810000,"0.037534",12882.500,1.3371700e-10,"5500.0","nan","nan","6.69e-11","1e-11","1.4e-11",51821,3337,5337,0,0,0,1,268,0,"H",0,0,15.853500,0.017615000,4.6763800,0.0051959800
"IRAS 10491-2059",162.90600,-21.250700,"V* V Hya","intermediate",1,0,0,0,"--",10.000000,-21.000000,0.010000000,0.010000000,89,"A","O",2007.0000,"C","LUM",0.28654600,"nan",10232.900,2.6934400e-09,"","","","","","",0,0,0,0,0,0,0,0,0,"",0,15,207.15200,0.23016900,150.33500,0.16703900
